edad,sexo,alfabeto,sistema_salud,nivel_educativo,ocupacion_jerarquia,estado_civil,ingreso_15k
59,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,4,no
61,hombre,Si,No paga ni le descuentan,NA,Cuenta propia,4,no
54,mujer,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,2,no
50,mujer,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,2,no
25,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,3,no
53,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,1,si
60,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,3,no
55,hombre,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Cuenta propia,4,si
54,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,no
66,hombre,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,1,si
36,mujer,Si,No paga ni le descuentan,Superior Universitaria Completa,Cuenta propia,3,no
38,hombre,No,No paga ni le descuentan,Sin instrucción,Cuenta propia,3,no
55,hombre,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,1,no
56,hombre,Si,No paga ni le descuentan,Secundaria Completa,otro,1,no
54,mujer,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,1,no
NA,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,4,si
57,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,no
69,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,3,no
NA,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,4,no
23,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,3,no
59,mujer,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,2,no
32,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,3,no
45,mujer,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,2,no
NA,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,4,no
60,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,si
29,hombre,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,3,no
28,hombre,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,3,no
43,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,4,no
62,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,si
66,hombre,Si,Obra social (incluye PAMI),NA,Cuenta propia,1,no
NA,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,no
72,hombre,Si,Obra social (incluye PAMI),Primaria Incompleta(incluye educación especial),Cuenta propia,1,si
51,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,2,si
36,hombre,Si,No paga ni le descuentan,Superior Universitaria Completa,Cuenta propia,4,no
NA,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,no
51,hombre,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,1,no
55,mujer,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,3,no
60,mujer,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,2,no
36,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,1,si
57,hombre,Si,Obra social (incluye PAMI),Secundaria Incompleta,Director,1,si
64,hombre,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,1,no
63,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,3,si
56,mujer,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,3,no
57,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,si
50,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,no
39,mujer,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,4,no
18,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,3,no
35,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,3,no
19,hombre,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,3,no
37,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,no
31,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,4,no
47,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,no
66,mujer,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,5,no
36,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,3,no
46,hombre,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,3,no
25,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,3,no
25,mujer,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,3,no
59,mujer,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,2,no
30,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,4,si
26,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,3,no
44,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,3,si
64,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,4,no
66,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,si
39,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,4,si
31,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,4,si
39,mujer,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,4,no
65,hombre,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Cuenta propia,1,no
NA,hombre,Si,No paga ni le descuentan,Superior Universitaria Completa,Cuenta propia,3,si
46,hombre,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,3,no
53,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,1,no
49,mujer,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,1,no
29,mujer,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,1,no
56,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,1,si
42,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,4,si
71,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,5,si
39,hombre,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,1,no
86,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,4,si
35,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,3,no
32,mujer,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,3,no
60,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,1,no
74,hombre,Si,Obra social (incluye PAMI),NA,Director,1,si
55,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,1,no
49,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,1,si
44,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,3,si
69,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,no
57,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Director,1,si
54,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Director,1,si
27,mujer,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,1,no
32,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,3,si
NA,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,5,no
54,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,1,si
41,hombre,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,4,si
31,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,4,no
62,mujer,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,2,no
27,mujer,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,3,no
61,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,1,si
55,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,no
22,mujer,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,3,no
45,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,1,no
37,mujer,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,1,no
33,mujer,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,1,no
40,mujer,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,3,si
46,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,1,no
23,hombre,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,3,no
48,mujer,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,2,no
NA,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Director,1,si
48,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,no
33,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,no
20,hombre,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,3,no
38,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,1,no
22,hombre,Si,Ns./Nr.,Primaria Completa,Cuenta propia,3,no
45,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,1,no
53,mujer,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,1,no
NA,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,2,no
36,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,4,no
41,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,1,no
49,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,1,no
64,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,1,no
54,mujer,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,5,no
23,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,3,no
53,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,1,no
26,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,3,no
70,hombre,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,4,no
31,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,4,no
39,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,4,si
35,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,4,no
64,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Completa,Cuenta propia,2,no
53,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,3,no
51,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,4,no
55,mujer,Si,Mutual/prepaga/servicio de emergencia/ Planes y Seguros Públicos,Primaria Incompleta(incluye educación especial),Cuenta propia,1,no
30,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Primaria Completa,Cuenta propia,3,no
36,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,4,si
65,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Primaria Incompleta(incluye educación especial),Cuenta propia,1,no
28,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,1,no
46,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,1,no
44,mujer,Si,Planes y seguros públicos,Secundaria Completa,Cuenta propia,1,no
46,mujer,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,3,no
21,mujer,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,3,no
21,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,3,no
55,hombre,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Cuenta propia,3,no
52,mujer,Si,Obra social y mutual/prepaga/servicio de emergencia.,Primaria Completa,Cuenta propia,3,no
61,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,1,no
56,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,3,no
16,hombre,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,3,no
31,mujer,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,4,no
52,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,2,no
49,hombre,Si,No paga ni le descuentan,Primaria Completa,Director,2,si
45,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,2,no
58,mujer,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,2,no
55,mujer,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,1,no
33,mujer,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,3,no
30,mujer,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,2,no
20,hombre,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,3,no
27,mujer,Si,No paga ni le descuentan,Superior Universitaria Completa,Cuenta propia,3,no
22,mujer,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,4,no
50,mujer,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Incompleta,Cuenta propia,3,no
64,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,3,si
44,mujer,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,1,no
39,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,si
50,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,2,si
51,mujer,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,3,no
41,mujer,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,1,no
22,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,3,no
58,mujer,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,3,no
55,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,1,no
32,mujer,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,4,no
36,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,4,si
17,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,3,no
79,hombre,Si,Obra social y mutual/prepaga/servicio de emergencia.,Secundaria Incompleta,Director,5,no
47,mujer,Si,No paga ni le descuentan,Superior Universitaria Completa,Cuenta propia,2,no
44,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Incompleta,Director,1,si
41,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,4,si
59,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Secundaria Completa,Cuenta propia,1,no
62,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,no
54,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Incompleta,Cuenta propia,4,no
72,mujer,Si,Obra social y mutual/prepaga/servicio de emergencia.,Secundaria Completa,Cuenta propia,5,no
31,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,4,no
36,mujer,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Incompleta,Cuenta propia,3,no
44,mujer,Si,Obra social y mutual/prepaga/servicio de emergencia.,Secundaria Completa,Cuenta propia,1,no
32,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,4,si
42,hombre,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,1,no
39,mujer,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,1,no
59,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,1,no
52,mujer,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,1,no
60,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,1,si
57,mujer,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,1,no
65,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,1,no
26,hombre,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,3,no
31,hombre,Si,No paga ni le descuentan,Secundaria Completa,Director,3,si
33,mujer,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,1,no
43,hombre,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,1,si
33,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Secundaria Incompleta,Cuenta propia,3,no
28,mujer,Si,No paga ni le descuentan,Superior Universitaria Completa,Cuenta propia,4,no
27,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,3,no
54,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Secundaria Completa,Director,1,si
39,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Director,1,si
56,mujer,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,1,no
48,mujer,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,1,no
35,hombre,Si,No paga ni le descuentan,Secundaria Completa,otro,4,no
33,mujer,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,3,no
27,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Director,3,si
24,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,3,no
27,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,4,si
34,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,4,no
48,mujer,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,4,no
18,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Secundaria Incompleta,Cuenta propia,4,no
NA,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Secundaria Completa,Cuenta propia,5,no
NA,hombre,Si,Obra social y mutual/prepaga/servicio de emergencia.,Secundaria Incompleta,Director,1,si
48,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,1,no
27,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,3,no
35,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Director,1,no
61,hombre,Si,Obra social y mutual/prepaga/servicio de emergencia.,Primaria Incompleta(incluye educación especial),Cuenta propia,1,no
37,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Secundaria Incompleta,Cuenta propia,3,no
35,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Primaria Incompleta(incluye educación especial),Cuenta propia,4,no
38,mujer,Si,Mutual / Prepaga / Servicio de emergencia,Primaria Completa,Cuenta propia,4,no
36,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Director,1,si
39,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,3,no
46,mujer,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,1,no
53,mujer,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,3,no
23,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Secundaria Incompleta,Cuenta propia,4,no
32,hombre,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Cuenta propia,4,no
49,mujer,Si,Mutual / Prepaga / Servicio de emergencia,Secundaria Completa,Director,1,si
